elapsed_time,mpx5500_pressure_hpa,rh_temp_c,humidity_pct,k96_pressure_hpa,k96_pressure_filtered_hpa,ntc0_temp_c,ntc0_temp_filtered_c,ntc1_temp_c,ntc1_temp_filtered_c,lpl_signal,mpl_signal,spl_signal,lpl_signal_filtered,mpl_signal_filtered,spl_signal_filtered,mpl_conc,lpl_conc,spl_conc
00:00:02,2237.86,19.12,0.00,3276.70,0.00,19.2408,19.0175,19.0173,18.7764,37755942,1446576,1354952,37589592.0000,1427297.3750,1341200.0000,-32768,12854,540
00:00:04,2237.86,19.14,6.18,3276.70,0.00,19.2383,19.0310,19.0152,18.7911,37754166,1446062,1354862,37599732.0000,1428458.8750,1342041.8750,-32768,12854,538
00:00:07,2232.43,19.15,6.16,3276.70,0.00,19.2383,19.0433,19.0152,18.8112,37754166,1446062,1353558,37617688.0000,1430496.8750,1343479.1250,-32768,12854,533
00:00:08,2232.43,19.18,6.12,3276.70,0.00,19.2225,19.0597,19.0063,18.8112,37744045,1444676,1352122,37625520.0000,1431377.8750,1344015.0000,-32768,12854,533
00:00:11,2232.43,19.20,6.10,3276.70,0.00,19.2150,19.0740,19.0002,18.8112,37740420,1444148,1353067,37632624.0000,1432172.0000,1344566.6250,-32768,12854,533
00:00:13,2227.00,19.23,6.10,3276.70,0.00,19.2109,19.0864,18.9942,18.8536,37737001,1443551,1352091,37642304.0000,1432172.0000,1345282.8750,-32768,12854,529
00:00:16,2227.00,19.25,6.06,3276.70,0.00,19.2109,19.0972,18.9942,18.8698,37737001,1442575,1352568,37653264.0000,1434382.2500,1346105.5000,-32768,12854,526
00:00:18,2227.00,19.27,6.05,3276.70,0.00,19.1997,19.1065,18.9857,18.8770,37731144,1442185,1351667,37658068.0000,1434866.3750,1346473.2500,-32768,12854,525
00:00:21,2221.57,19.29,6.04,3276.70,0.00,19.1997,19.1147,18.9857,18.8866,37726190,1442185,1351667,37666380.0000,1434866.3750,1347303.8750,-32768,12854,524
00:00:23,2221.57,19.29,6.03,3276.70,0.00,19.1947,19.1147,18.9808,18.8952,37724529,1442185,1351667,37671624.0000,1434866.3750,1347667.1250,-32768,12854,522
00:00:25,2227.00,19.33,6.03,3276.70,0.00,19.1939,19.1285,18.9796,18.9028,37722178,1440209,1352251,37674704.0000,1434866.3750,1347667.1250,-32768,12854,522
00:00:26,2221.57,19.34,6.05,3276.70,0.00,19.1937,19.1325,18.9792,18.9075,37719493,1439614,1351356,37678824.0000,1436688.2500,1348136.5000,-32768,12854,521
00:00:29,2221.57,19.34,6.04,3276.70,0.00,19.1938,19.1362,18.9792,18.9119,37718493,1439614,1351293,37681200.0000,1436841.6250,1348136.5000,-32768,12854,521
00:00:31,2221.57,19.36,6.05,3276.70,0.00,19.1940,19.1362,18.9798,18.9119,37715929,1438339,1350706,37684400.0000,1437004.2500,1348527.0000,-32768,12854,520
00:00:32,2221.57,19.36,6.05,3276.70,0.00,19.1952,19.1447,18.9804,18.9218,37713729,1438182,1350706,37685320.0000,1437070.6250,1348527.0000,-32768,12854,520
00:00:35,2221.57,19.38,6.06,3276.70,0.00,19.1961,19.1447,18.9804,18.9271,37713737,1437579,1350706,37685320.0000,1437070.6250,1348527.0000,-32768,12854,519
00:00:36,2221.57,19.40,6.07,3276.70,0.00,19.1977,19.1522,18.9829,18.9305,37711943,1437340,1351064,37689424.0000,1437070.6250,1348983.2500,-32768,12854,519
00:00:38,2221.57,19.40,6.07,3276.70,0.00,19.1977,19.1564,18.9829,18.9354,37713048,1436691,1350815,37692196.0000,1437086.6250,1349179.2500,-32768,12854,518
00:00:41,2221.57,19.41,6.07,3276.70,0.00,19.1977,19.1605,18.9874,18.9400,37708556,1436269,1350815,37692196.0000,1437086.6250,1348815.1250,-32768,12854,519
00:00:44,2216.14,19.41,6.10,3276.70,0.00,19.2043,19.1605,18.9898,18.9400,37708521,1435700,1350815,37695032.0000,1437086.6250,1348746.6250,-32768,12854,519
00:00:47,2205.28,19.44,6.10,3276.70,0.00,19.2043,19.1695,18.9939,18.9501,37707898,1434919,1351591,37696236.0000,1436737.1250,1348902.0000,-32768,12854,519
00:00:49,2167.26,19.44,6.10,3276.70,0.00,19.2093,19.1719,18.9936,18.9527,37712627,1434919,1350410,37697496.0000,1436574.8750,1349060.3750,-32768,12854,518
00:00:50,2145.54,19.45,6.11,3276.70,0.00,19.2038,19.1739,18.9888,18.9550,37719836,1435435,1352837,37698192.0000,1436574.8750,1349300.6250,-32768,12854,518
00:00:53,2107.53,19.45,6.08,3276.70,0.00,19.2038,19.1756,18.9888,18.9571,37719909,1435435,1353040,37701080.0000,1436417.2500,1349605.5000,-32768,12854,517
00:00:56,2085.80,19.45,6.08,3276.70,0.00,19.1669,19.1756,18.9888,18.9562,37719909,1434624,1349968,37701080.0000,1436215.6250,1349813.1250,-32768,12854,516
00:00:57,2080.37,19.45,6.08,3276.70,0.00,19.1516,19.1735,18.9298,18.9548,37707440,1434213,1349590,37702700.0000,1436084.3750,1350001.6250,-32768,12854,516
00:00:58,2069.51,19.46,6.01,3276.70,0.00,19.1471,19.1727,18.9210,18.9548,37702081,1433773,1349392,37702680.0000,1436012.1250,1349982.6250,-32768,12854,516
00:01:01,2042.36,19.45,6.01,3276.70,0.00,19.1367,19.1727,18.9135,18.9548,37698909,1433514,1357769,37702460.0000,1435792.3750,1350408.3750,-32768,12854,515
