mpx5500_pressure_hpa,rh_temp_c,humidity_pct,lpl_signal,mpl_signal,spl_signal,ch4_ppm,co2_ppm
1863.15,15.24,3.43,37144463,1464555,1190805,2.19489,465.52
1874.01,15.25,3.44,37144463,1464865,1189590,2.19489,465.52
1906.59,15.26,3.44,37144463,1464813,1197878,2.19489,465.52
1917.45,15.27,3.44,37154573,1464929,1189475,2.19489,465.52
1928.32,15.27,3.46,37155908,1464706,1198661,2.19489,465.52
1939.18,15.28,3.46,37155962,1464862,1190747,2.19489,465.52
1971.76,15.28,3.46,37157274,1464652,1197659,2.19489,465.52
1971.76,15.29,3.46,37157138,1464720,1191101,2.19489,465.52
1971.76,15.29,3.46,37161652,1464853,1195537,2.19489,465.52
1971.76,15.29,3.45,37171439,1465557,1192018,2.19489,465.52
1993.48,15.29,3.45,37171439,1465439,1193462,2.19489,465.52
2026.07,15.29,3.45,37170095,1465497,1191497,2.19489,465.52
2042.36,15.3,3.47,37166244,1464894,1190224,2.19489,465.52
2053.22,15.3,3.47,37167182,1464919,1190542,2.19489,465.52
2064.08,15.31,3.47,37172150,1465245,1192061,2.19489,465.52
2069.51,15.31,3.47,37176900,1465242,1190832,2.19489,465.52
2074.94,15.31,3.47,37176900,1465700,1193619,2.19489,465.52
2085.8,15.32,3.47,37187563,1465910,1193619,2.19489,465.52
2102.1,15.32,3.45,37187279,1465910,1193619,2.19489,465.52
2123.82,15.32,3.45,37184273,1465910,1193361,2.19489,465.52
2161.83,15.32,3.46,37183454,1465444,1193883,2.19489,465.52
2183.56,15.33,3.45,37183353,1465444,1194364,2.19489,465.52
2183.56,15.33,3.46,37190489,1465546,1195003,2.19489,465.52
2188.99,15.33,3.46,37203420,1466240,1195184,2.19489,465.52
2194.42,15.34,3.46,37204784,1466312,1195587,2.19489,465.52
2205.28,15.35,3.46,37206499,1466315,1193419,2.19489,465.52
2210.71,15.35,3.45,37201522,1466315,1195306,2.19489,465.52
2221.57,15.35,3.45,37207662,1466374,1193165,2.19489,465.52
2210.71,15.35,3.45,37208304,1466543,1196555,2.19489,465.52
2205.28,15.36,3.45,37208183,1466430,1196087,2.19489,465.52
2188.99,15.36,3.45,37210335,1467167,1191832,2.19489,465.52
2183.56,15.36,3.45,37217611,1467447,1196394,2.19489,465.52
2178.13,15.36,3.46,37217611,1467235,1189915,2.19489,465.52
2156.4,15.36,3.47,37210907,1467235,1195133,2.19489,465.52
2140.11,15.37,3.47,37212437,1467504,1191440,2.19489,465.52
2123.82,15.37,3.48,37212513,1467504,1194650,2.19489,465.52
2112.96,15.38,3.52,37209828,1467600,1193783,2.19489,465.52
2091.23,15.38,3.52,37209828,1467548,1193783,2.19489,465.52
2064.08,15.37,3.53,37208838,1467928,1191817,2.19489,465.52
2047.79,15.37,3.54,37213673,1467928,1191651,2.19489,465.52
2036.93,15.37,3.54,37210336,1468232,1191890,2.19489,465.52
2020.64,15.37,3.53,37210328,1468232,1191890,2.19489,465.52
2015.21,15.37,3.53,37208548,1468378,1191890,2.19489,465.52
1993.48,15.37,3.54,37200771,1467889,1196058,2.19489,465.52
1977.19,15.35,3.54,37189216,1467547,1195253,2.19489,465.52
1960.9,15.35,3.53,37189216,1467637,1195253,2.19489,465.52
1950.04,15.35,3.53,37182541,1467379,1194227,2.19489,465.52
1939.18,15.34,3.54,37187869,1467786,1187874,2.19489,465.52
1933.75,15.34,3.53,37184645,1467672,1187289,2.19489,465.52
1928.32,15.35,3.54,37181070,1467510,1186638,2.19489,465.52
1917.45,15.35,3.54,37178080,1467491,1186975,2.19489,465.52
1901.16,15.35,3.53,37177190,1467613,1191376,2.19489,465.52
1884.87,15.35,3.53,37177190,1467582,1191376,2.19489,465.52
1868.58,15.36,3.53,37175620,1467582,1186922,2.19489,465.52
1852.29,15.36,3.53,37178891,1467650,1187116,2.19489,465.52
1830.56,15.36,3.51,37177526,1467650,1187420,2.19489,465.52
1814.27,15.36,3.51,37177526,1467992,1187216,2.19489,465.52
1803.41,15.36,3.49,37167731,1467487,1183142,2.19489,465.52
1797.98,15.36,3.49,37163709,1467285,1185409,2.19489,465.52
1787.12,15.37,3.48,37163709,1467285,1180174,2.19489,465.52
1776.26,15.37,3.48,37161790,1467291,1186124,2.19489,465.52
1754.53,15.37,3.48,37161790,1467037,1186417,2.19489,465.52
1738.24,15.38,3.47,37160523,1467264,1181062,2.19489,465.52
1721.95,15.38,3.47,37159796,1467123,1186821,2.19489,465.52
1700.23,15.38,3.46,37159276,1467472,1179939,2.19489,465.52
1689.37,15.39,3.45,37159276,1467521,1179939,2.19489,465.52
1678.51,15.39,3.45,37150591,1467100,1179641,2.19489,465.52
1662.21,15.39,3.45,37155096,1467207,1186803,2.19489,465.52
1645.92,15.39,3.44,37155315,1467198,1186650,2.19489,465.52
1624.2,15.4,3.44,37151595,1467198,1187279,2.19489,465.52
1613.34,15.4,3.43,37154826,1467246,1187617,2.19489,465.52
1586.18,15.4,3.43,37147731,1467246,1186444,2.19489,465.52
1548.17,15.41,3.41,37152033,1467560,1180151,2.19489,465.52
1542.74,15.41,3.41,37152033,1467312,1185897,2.19489,465.52
1531.88,15.42,3.4,37143621,1467076,1186503,2.19489,465.52
1521.02,15.42,3.4,37141459,1467237,1186503,2.19489,465.52
1504.72,15.43,3.4,37141222,1467320,1178822,2.19489,465.52
1504.72,15.43,3.4,37146533,1467320,1186631,2.19489,465.52
1504.72,15.44,3.4,37142443,1467010,1186759,2.19489,465.52
1504.72,15.44,3.4,37142443,1467147,1188288,2.19489,465.52
1499.29,15.46,3.4,37149959,1467219,1188288,2.19489,465.52
1493.86,15.47,3.4,37155280,1467316,1188288,2.19489,465.52
1504.72,15.48,3.39,37163541,1467316,1188288,2.19489,465.52
1515.59,15.5,3.39,37169305,1467547,1191397,2.19489,465.52
1526.45,15.5,3.39,37167717,1467259,1196281,2.19489,465.52
1537.31,15.51,3.39,37168693,1467283,1192004,2.19489,465.52
1548.17,15.52,3.39,37178382,1467536,1192004,2.19489,465.52
1569.89,15.52,3.39,37178382,1468147,1194381,2.19489,465.52
1586.18,15.55,3.41,37210025,1468147,1205810,2.19489,465.52
1602.48,15.57,3.42,37215258,1468401,1197188,2.19489,465.52
1618.77,15.59,3.42,37227301,1468800,1199304,2.19489,465.52
1624.2,15.62,3.42,37233585,1468920,1201053,2.19489,465.52
1629.63,15.63,3.43,37233585,1468907,1201053,2.19489,465.52
1645.92,15.65,3.43,37243084,1469139,1201053,2.19489,465.52
1656.78,15.66,3.43,37244956,1468781,1210593,2.19489,465.52
1678.51,15.66,3.44,37249858,1468801,1204365,2.19489,465.52
1694.8,15.71,3.44,37249858,1468576,1213513,2.19489,465.52
1700.23,15.72,3.45,37251138,1468216,1205493,2.19489,465.52
1727.38,15.74,3.45,37262310,1468591,1207510,2.19489,465.52
1754.53,15.77,3.45,37262310,1466872,1207510,2.19489,465.52
1787.12,15.8,3.45,37254217,1467190,1209526,2.19489,465.52
1803.41,15.82,3.48,37242127,1466327,1218594,2.19489,465.52
1819.7,15.84,3.46,37236116,1465965,1209064,2.19489,465.52
1830.56,15.86,3.48,37238410,1465713,1219845,2.19489,465.52
1846.86,15.88,3.48,37251666,1466497,1212677,2.19489,465.52
1874.01,15.9,3.48,37263862,1466758,1221949,2.19489,465.52
1884.87,15.92,3.48,37244642,1465548,1212977,2.19489,465.52
1901.16,15.94,3.48,37253560,1465852,1212977,2.19489,465.52
1917.45,15.96,3.48,37269848,1466575,1212977,2.19489,465.52
1933.75,15.99,3.48,37271248,1466520,1225298,2.19489,465.52
1939.18,16.0,3.49,37256259,1465379,1216852,2.19489,465.52
1950.04,16.02,3.49,37256259,1465379,1216417,2.19489,465.52
1950.04,16.04,3.49,37258994,1465262,1227199,2.19489,465.52
1955.47,16.06,3.49,37275829,1466163,1217812,2.19489,465.52
1977.19,16.08,3.49,37279110,1466106,1225065,2.19489,465.52
1998.91,16.1,3.49,37267181,1465191,1219113,2.19489,465.52
1998.91,16.12,3.5,37267181,1465191,1219780,2.19489,465.52
2004.34,16.15,3.49,37280624,1465697,1220134,2.19489,465.52
2004.34,16.16,3.49,37283776,1465875,1220134,2.19489,465.52
2004.34,16.17,3.49,37284085,1465923,1222200,2.19489,465.52
1998.91,16.19,3.49,37284721,1465848,1222267,2.19489,465.52
1998.91,16.2,3.49,37285153,1465848,1222267,2.19489,465.52
1998.91,16.23,3.49,37285227,1465964,1223603,2.19489,465.52
1993.48,16.25,3.49,37283329,1465778,1223603,2.19489,465.52
1993.48,16.27,3.49,37283329,1465480,1221542,2.19489,465.52
1998.91,16.3,3.49,37283329,1465856,1224731,2.19489,465.52
1993.48,16.32,3.49,37283662,1465570,1225289,2.19489,465.52
1993.48,16.34,3.49,37282155,1465460,1224923,2.19489,465.52
2004.34,16.36,3.48,37286677,1465719,1226045,2.19489,465.52
2009.78,16.37,3.48,37286381,1465719,1219513,2.19489,465.52
2009.78,16.4,3.49,37287211,1465377,1227714,2.19489,465.52
2009.78,16.41,3.48,37286209,1465243,1228193,2.19489,465.52
2015.21,16.42,3.48,37287337,1465332,1228010,2.19489,465.52
2015.21,16.43,3.48,37290682,1465799,1219451,2.19489,465.52
2015.21,16.44,3.48,37294017,1465676,1228645,2.19489,465.52
2015.21,16.44,3.48,37294017,1465752,1223664,2.19489,465.52
2015.21,16.46,3.48,37295437,1465450,1229706,2.19489,465.52
2015.21,16.46,3.47,37294306,1465340,1229887,2.19489,465.52
2004.34,16.49,3.47,37297804,1465340,1230606,2.19489,465.52
2004.34,16.51,3.47,37299397,1465642,1230606,2.19489,465.52
1998.91,16.53,3.47,37293117,1465201,1230606,2.19489,465.52
2004.34,16.55,3.46,37297925,1465478,1233337,2.19489,465.52
2004.34,16.55,3.47,37302126,1465417,1232481,2.19489,465.52
2004.34,16.55,3.46,37300247,1465365,1236307,2.19489,465.52
1998.91,16.61,3.46,37300351,1465287,1233547,2.19489,465.52
1998.91,16.62,3.46,37299379,1465109,1239590,2.19489,465.52
1998.91,16.64,3.46,37306178,1465478,1235092,2.19489,465.52
1998.91,16.64,3.45,37309760,1465478,1242241,2.19489,465.52
2004.34,16.68,3.46,37312717,1465383,1236488,2.19489,465.52
1998.91,16.7,3.45,37308667,1465326,1236514,2.19489,465.52
1998.91,16.71,3.45,37311471,1465358,1245823,2.19489,465.52
2004.34,16.71,3.46,37316987,1465560,1237063,2.19489,465.52
2004.34,16.73,3.45,37316970,1465494,1237447,2.19489,465.52
1998.91,16.74,3.45,37317829,1465494,1237447,2.19489,465.52
2004.34,16.76,3.45,37317773,1465246,1239227,2.19489,465.52
1998.91,16.79,3.45,37322717,1465195,1239227,2.19489,465.52
1998.91,16.8,3.44,37326715,1465526,1239227,2.19489,465.52
1998.91,16.82,3.44,37328426,1465387,1240845,2.19489,465.52
1998.91,16.84,3.44,37332300,1465434,1249870,2.19489,465.52
1998.91,16.86,3.44,37332715,1465555,1249870,2.19489,465.52
1998.91,16.88,3.44,37332715,1465301,1251194,2.19489,465.52
1998.91,16.89,3.44,37338019,1465485,1244337,2.19489,465.52
2004.34,16.91,3.44,37338448,1465314,1245177,2.19489,465.52
1998.91,16.93,3.43,37339769,1465440,1245177,2.19489,465.52
1998.91,16.96,3.43,37341212,1465450,1246440,2.19489,465.52
1998.91,16.97,3.43,37344544,1465296,1254402,2.19489,465.52
1998.91,16.98,3.43,37346726,1465561,1247531,2.19489,465.52
1998.91,17.0,3.43,37346726,1465227,1247531,2.19489,465.52
1998.91,17.0,3.43,37348760,1465396,1248176,2.19489,465.52
1998.91,17.04,3.43,37350677,1465365,1253300,2.19489,465.52
1998.91,17.05,3.42,37350677,1465456,1249726,2.19489,465.52
2004.34,17.07,3.42,37358416,1465326,1253671,2.19489,465.52
1998.91,17.07,3.43,37358019,1465497,1251404,2.19489,465.52
1998.91,17.1,3.43,37358799,1465241,1254097,2.19489,465.52
1998.91,17.12,3.42,37358799,1465592,1253568,2.19489,465.52
1998.91,17.15,3.42,37369574,1465356,1257078,2.19489,465.52
1998.91,17.17,3.42,37366504,1465371,1254750,2.19489,465.52
1998.91,17.19,3.41,37367195,1465346,1254560,2.19489,465.52
1998.91,17.2,3.41,37368510,1465346,1255363,2.19489,465.52
1998.91,17.21,3.42,37368510,1465564,1254426,2.19489,465.52
1998.91,17.25,3.41,37377348,1465511,1256942,2.19489,465.52
1998.91,17.25,3.41,37377100,1465562,1256942,2.19489,465.52
1998.91,17.29,3.41,37381173,1465462,1258646,2.19489,465.52
1998.91,17.3,3.4,37387917,1465674,1250535,2.19489,465.52
1998.91,17.33,3.4,37390902,1465601,1260630,2.19489,465.52
1998.91,17.34,3.4,37391021,1465728,1251289,2.19489,465.52
1998.91,17.36,3.41,37392233,1465608,1261912,2.19489,465.52
1998.91,17.37,3.4,37390967,1465628,1261612,2.19489,465.52
1993.48,17.39,3.4,37395251,1465587,1256568,2.19489,465.52
1998.91,17.4,3.4,37395709,1465678,1263023,2.19489,465.52
1998.91,17.41,3.4,37395847,1465638,1262963,2.19489,465.52
1998.91,17.42,3.4,37403581,1465742,1261243,2.19489,465.52
1998.91,17.43,3.4,37402672,1465751,1260864,2.19489,465.52
1998.91,17.45,3.4,37402372,1465431,1260864,2.19489,465.52
1993.48,17.45,3.4,37399924,1465418,1267297,2.19489,465.52
1998.91,17.45,3.4,37402405,1465418,1266117,2.19489,465.52
1998.91,17.48,3.4,37407110,1465330,1273587,2.19489,465.52
1998.91,17.5,3.4,37407110,1465467,1267049,2.19489,465.52
1998.91,17.53,3.39,37407110,1465454,1274935,2.19489,465.52
1993.48,17.55,3.39,37407110,1465362,1275877,2.19489,465.52
1998.91,17.58,3.39,37416916,1465269,1278521,2.19489,465.52
1993.48,17.6,3.39,37423129,1465598,1270192,2.19489,465.52
1998.91,17.62,3.39,37424494,1465353,1270571,2.19489,465.52
1998.91,17.62,3.39,37423081,1465337,1271439,2.19489,465.52
1998.91,17.66,3.38,37423852,1465231,1279082,2.19489,465.52
1998.91,17.66,3.38,37425491,1465457,1272818,2.19489,465.52
1998.91,17.68,3.39,37430547,1465317,1281928,2.19489,465.52
1998.91,17.69,3.38,37435911,1465585,1281928,2.19489,465.52
1998.91,17.72,3.38,37437626,1465599,1278952,2.19489,465.52
1998.91,17.74,3.38,37437099,1465352,1275693,2.19489,465.52
1998.91,17.76,3.38,37438749,1465462,1276666,2.19489,465.52
1998.91,17.77,3.38,37443306,1465472,1277239,2.19489,465.52
1998.91,17.78,3.38,37444176,1465341,1277344,2.19489,465.52
1998.91,17.79,3.38,37447083,1465709,1277517,2.19489,465.52
1998.91,17.8,3.38,37450712,1465853,1273717,2.19489,465.52
1998.91,17.82,3.37,37449594,1465356,1273717,2.19489,465.52
1998.91,17.84,3.37,37450680,1465497,1273851,2.19489,465.52
1998.91,17.85,3.37,37451549,1465362,1280875,2.19489,465.52
1998.91,17.86,3.38,37456415,1465751,1281305,2.19489,465.52
1998.91,17.87,3.38,37460579,1465887,1273061,2.19489,465.52
1998.91,17.88,3.37,37460579,1465407,1281816,2.19489,465.52
1998.91,17.92,3.37,37460633,1465370,1273893,2.19489,465.52
1998.91,17.93,3.37,37465269,1465422,1273893,2.19489,465.52
1998.91,17.93,3.37,37465269,1465622,1284432,2.19489,465.52
1993.48,17.97,3.37,37465269,1465780,1280220,2.19489,465.52
1998.91,18.01,3.36,37477720,1465508,1287394,2.19489,465.52
1993.48,18.02,3.36,37479597,1465600,1288677,2.19489,465.52
1993.48,18.04,3.37,37483099,1465751,1288512,2.19489,465.52
1998.91,18.07,3.37,37485852,1465523,1291524,2.19489,465.52
1998.91,18.09,3.36,37487711,1465727,1291524,2.19489,465.52
1993.48,18.11,3.36,37487711,1465274,1291524,2.19489,465.52
1998.91,18.13,3.36,37492604,1465640,1291950,2.19489,465.52
1993.48,18.14,3.36,37497052,1465597,1300408,2.19489,465.52
1998.91,18.15,3.35,37497052,1465746,1294156,2.19489,465.52
1993.48,18.18,3.36,37505701,1465770,1305471,2.19489,465.52
1993.48,18.2,3.36,37508750,1465861,1305471,2.19489,465.52
1998.91,18.21,3.36,37511084,1465689,1305532,2.19489,465.52
1993.48,18.24,3.35,37512248,1465689,1296888,2.19489,465.52
1998.91,18.26,3.35,37516236,1465841,1297553,2.19489,465.52
1998.91,18.28,3.35,37516236,1465738,1299149,2.19489,465.52
1993.48,18.3,3.35,37518293,1465716,1307738,2.19489,465.52
1998.91,18.32,3.35,37517734,1465680,1300102,2.19489,465.52
1998.91,18.33,3.35,37520713,1465572,1301037,2.19489,465.52
1993.48,18.33,3.35,37524850,1465876,1301831,2.19489,465.52
1993.48,18.37,3.35,37528908,1465844,1301831,2.19489,465.52
1998.91,18.39,3.35,37530825,1465683,1303630,2.19489,465.52
1998.91,18.4,3.35,37532183,1465756,1303705,2.19489,465.52
1993.48,18.43,3.34,37533935,1465677,1304308,2.19489,465.52
1998.91,18.44,3.34,37533935,1465844,1311868,2.19489,465.52
1993.48,18.48,3.34,37541304,1465826,1311868,2.19489,465.52
1993.48,18.5,3.34,37541755,1465718,1310723,2.19489,465.52
1993.48,18.5,3.34,37545322,1465666,1310723,2.19489,465.52
1993.48,18.53,3.34,37547977,1465717,1309636,2.19489,465.52
1988.05,18.53,3.34,37549046,1465713,1310131,2.19489,465.52
1988.05,18.56,3.34,37549046,1465713,1307800,2.19489,465.52
1988.05,18.56,3.34,37549046,1465713,1312732,2.19489,465.52
1993.48,18.61,3.34,37559507,1466122,1307789,2.19489,465.52
2009.78,18.63,3.33,37559507,1465757,1310729,2.19489,465.52
2009.78,18.65,3.34,37559507,1465457,1314129,2.19489,465.52
2004.34,18.68,3.33,37571595,1465883,1314878,2.19489,465.52
2004.34,18.7,3.34,37574405,1465971,1316943,2.19489,465.52
2004.34,18.71,3.33,37576586,1465737,1316954,2.19489,465.52
2004.34,18.74,3.33,37576209,1465574,1318240,2.19489,465.52
2004.34,18.75,3.33,37577689,1465577,1318237,2.19489,465.52
2004.34,18.77,3.34,37579436,1465650,1318237,2.19489,465.52
1998.91,18.78,3.33,37583226,1465700,1319931,2.19489,465.52
2004.34,18.8,3.33,37583685,1465617,1323353,2.19489,465.52
1998.91,18.81,3.33,37587447,1465623,1321213,2.19489,465.52
1998.91,18.84,3.32,37590971,1465785,1327764,2.19489,465.52
1998.91,18.86,3.33,37592008,1465680,1322626,2.19489,465.52
1998.91,18.87,3.32,37595069,1465679,1328318,2.19489,465.52
2004.34,18.88,3.32,37595069,1465764,1328318,2.19489,465.52
1998.91,18.92,3.32,37603044,1465735,1326238,2.19489,465.52
2004.34,18.92,3.33,37607614,1465594,1334269,2.19489,465.52
1998.91,18.97,3.32,37608721,1465579,1327685,2.19489,465.52
2004.34,18.98,3.32,37609252,1465663,1327631,2.19489,465.52
2004.34,18.99,3.32,37612397,1465502,1339960,2.19489,465.52
1998.91,19.01,3.32,37616139,1465768,1329596,2.19489,465.52
1998.91,19.04,3.31,37617814,1465768,1330830,2.19489,465.52
1998.91,19.05,3.31,37619431,1465790,1331124,2.19489,465.52
1998.91,19.05,3.32,37624155,1465688,1332897,2.19489,465.52
2004.34,19.09,3.32,37624827,1465743,1332650,2.19489,465.52
1998.91,19.1,3.31,37624827,1465609,1332650,2.19489,465.52
1998.91,19.14,3.31,37631387,1465607,1334919,2.19489,465.52
1998.91,19.16,3.31,37635069,1465614,1336231,2.19489,465.52
1998.91,19.19,3.31,37638718,1465600,1338106,2.19489,465.52
2004.34,19.22,3.31,37644387,1465767,1331026,2.19489,465.52
1998.91,19.23,3.31,37643193,1465594,1339816,2.19489,465.52
1998.91,19.26,3.31,37649847,1465683,1335292,2.19489,465.52
1998.91,19.27,3.31,37648570,1465504,1340841,2.19489,465.52
1998.91,19.29,3.31,37651468,1465631,1341820,2.19489,465.52
2004.34,19.31,3.31,37655128,1465631,1342052,2.19489,465.52
1998.91,19.33,3.3,37655446,1465576,1342710,2.19489,465.52
1998.91,19.35,3.3,37659538,1465634,1342710,2.19489,465.52
1998.91,19.37,3.3,37665578,1465679,1348006,2.19489,465.52
1998.91,19.39,3.3,37665896,1465499,1346977,2.19489,465.52
1998.91,19.41,3.3,37667996,1465560,1347186,2.19489,465.52
1998.91,19.42,3.3,37671217,1465654,1347788,2.19489,465.52
1998.91,19.45,3.3,37672728,1465570,1348871,2.19489,465.52
2004.34,19.46,3.3,37675954,1465562,1356401,2.19489,465.52
1998.91,19.48,3.3,37677737,1465562,1356401,2.19489,465.52
1998.91,19.49,3.3,37677407,1465521,1357013,2.19489,465.52
2004.34,19.52,3.3,37677407,1465583,1352330,2.19489,465.52
1998.91,19.53,3.3,37681886,1465431,1360305,2.19489,465.52
1998.91,19.56,3.3,37685475,1465462,1352996,2.19489,465.52
1998.91,19.57,3.3,37685492,1465327,1352996,2.19489,465.52
2004.34,19.57,3.29,37690229,1465441,1352996,2.19489,465.52
1998.91,19.62,3.29,37691264,1465437,1357526,2.19489,465.52
2004.34,19.63,3.29,37696408,1465401,1357526,2.19489,465.52
2004.34,19.67,3.29,37696534,1465371,1362953,2.19489,465.52
1998.91,19.68,3.29,37698021,1465221,1365548,2.19489,465.52
1988.05,19.69,3.29,37701927,1465368,1358744,2.19489,465.52
1982.62,19.7,3.29,37704270,1465490,1358636,2.19489,465.52
1977.19,19.71,3.29,37703750,1465440,1361821,2.19489,465.52
1966.33,19.72,3.28,37703824,1465611,1360256,2.19489,465.52
1966.33,19.74,3.28,37704156,1465488,1358798,2.19489,465.52
1960.9,19.75,3.28,37703961,1465409,1358710,2.19489,465.52
1955.47,19.76,3.28,37703088,1465386,1361946,2.19489,465.52
1950.04,19.77,3.28,37703271,1465715,1358449,2.19489,465.52
1939.18,19.78,3.28,37706525,1465609,1356892,2.19489,465.52
1922.88,19.78,3.27,37708557,1465679,1362934,2.19489,465.52
1901.16,19.81,3.25,37711413,1465875,1356990,2.19489,465.52
1884.87,19.82,3.24,37710658,1465891,1363108,2.19489,465.52
1868.58,19.83,3.24,37706914,1465891,1363108,2.19489,465.52
1852.29,19.83,3.24,37706710,1465871,1363779,2.19489,465.52
1835.99,19.86,3.24,37707908,1466025,1363779,2.19489,465.52
1819.7,19.87,3.22,37712487,1466053,1365128,2.19489,465.52
1808.84,19.89,3.21,37712551,1466155,1363830,2.19489,465.52
1787.12,19.9,3.21,37716524,1466304,1367278,2.19489,465.52
1765.4,19.91,3.21,37715670,1466479,1364717,2.19489,465.52
1754.53,19.92,3.19,37717982,1466568,1367712,2.19489,465.52
1732.81,19.93,3.19,37716939,1466568,1367712,2.19489,465.52
1721.95,19.94,3.18,37714232,1466602,1368633,2.19489,465.52
1689.37,19.94,3.16,37715193,1466547,1368440,2.19489,465.52
1667.64,19.96,3.16,37719505,1467019,1368360,2.19489,465.52
1662.21,19.97,3.15,37718569,1467042,1368751,2.19489,465.52
1651.35,19.98,3.14,37713556,1467150,1359627,2.19489,465.52
1618.77,19.98,3.14,37715567,1467027,1368371,2.19489,465.52
1602.48,19.99,3.13,37717102,1467309,1361207,2.19489,465.52
1575.32,20.0,3.11,37717815,1467401,1368323,2.19489,465.52
1559.03,20.0,3.1,37715829,1467535,1368323,2.19489,465.52
1526.45,20.01,3.1,37713948,1467324,1368323,2.19489,465.52
1515.59,20.02,3.1,37720392,1467845,1369299,2.19489,465.52
1515.59,20.03,3.1,37720263,1467598,1377359,2.19489,465.52
1504.72,20.03,3.06,37721711,1467751,1375065,2.19489,465.52
1510.16,20.05,3.06,37723401,1467747,1370178,2.19489,465.52
1504.72,20.05,3.05,37726307,1467960,1371318,2.19489,465.52
1493.86,20.06,3.05,37726307,1468339,1372458,2.19489,465.52
1493.86,20.07,3.05,37741427,1468392,1381880,2.19489,465.52
1493.86,20.08,3.04,37748391,1468611,1381988,2.19489,465.52
1493.86,20.08,3.04,37752235,1468569,1374784,2.19489,465.52
1499.29,20.1,3.04,37758571,1468488,1385133,2.19489,465.52
1510.16,20.11,3.04,37762082,1468628,1378251,2.19489,465.52
1531.88,20.12,3.04,37762082,1468577,1380035,2.19489,465.52
1553.6,20.14,3.04,37760776,1467433,1380283,2.19489,465.52
1575.32,20.16,3.05,37760776,1467433,1383057,2.19489,465.52
1591.62,20.18,3.08,37769840,1466804,1391729,2.19489,465.52
1613.34,20.2,3.08,37769840,1466620,1394397,2.19489,465.52
1613.34,20.23,3.09,37781696,1466552,1387703,2.19489,465.52
1624.2,20.24,3.09,37787837,1466680,1387654,2.19489,465.52
1629.63,20.25,3.09,37787802,1466710,1387848,2.19489,465.52
1635.06,20.26,3.09,37797510,1466872,1387848,2.19489,465.52
1645.92,20.27,3.1,37803078,1466963,1392655,2.19489,465.52
1645.92,20.27,3.1,37810106,1467105,1391375,2.19489,465.52
1662.21,20.3,3.11,37814069,1466975,1392529,2.19489,465.52
1678.51,20.31,3.1,37818148,1467090,1389807,2.19489,465.52
1683.94,20.32,3.1,37794770,1465547,1393287,2.19489,465.52
1689.37,20.33,3.11,37800385,1465758,1393865,2.19489,465.52
1689.37,20.34,3.11,37809824,1466164,1387490,2.19489,465.52
1694.8,20.34,3.11,37819134,1466164,1387490,2.19489,465.52
1705.66,20.36,3.11,37824732,1466655,1388998,2.19489,465.52
1727.38,20.37,3.11,37824732,1466324,1397315,2.19489,465.52
1743.67,20.38,3.12,37825515,1466184,1397315,2.19489,465.52
1743.67,20.4,3.12,37823245,1465770,1398311,2.19489,465.52
1754.53,20.4,3.12,37825115,1465742,1398758,2.19489,465.52
1765.4,20.41,3.13,37830615,1466018,1393232,2.19489,465.52
1770.83,20.42,3.13,37829605,1465822,1399510,2.19489,465.52
1781.69,20.43,3.13,37825745,1465154,1400331,2.19489,465.52
1792.55,20.44,3.13,37832165,1465629,1397981,2.19489,465.52
1792.55,20.45,3.13,37843414,1466077,1401467,2.19489,465.52
1803.41,20.46,3.13,37846478,1466159,1402353,2.19489,465.52
1808.84,20.47,3.13,37846988,1465878,1402185,2.19489,465.52
1819.7,20.47,3.15,37856667,1466273,1404354,2.19489,465.52
1819.7,20.48,3.15,37856714,1466223,1408334,2.19489,465.52
1830.56,20.49,3.15,37863444,1466619,1405392,2.19489,465.52
1852.29,20.49,3.15,37866650,1466622,1405392,2.19489,465.52
1879.44,20.51,3.15,37866650,1465929,1402905,2.19489,465.52
1901.16,20.53,3.16,37860719,1465697,1406620,2.19489,465.52
1917.45,20.55,3.16,37856975,1465155,1412482,2.19489,465.52
1939.18,20.56,3.16,37856975,1465797,1407363,2.19489,465.52
1966.33,20.58,3.16,37877712,1465797,1409960,2.19489,465.52
1988.05,20.59,3.17,37877712,1464538,1409960,2.19489,465.52
1998.91,20.6,3.17,37867758,1465031,1409960,2.19489,465.52
2015.21,20.62,3.17,37881058,1465714,1412719,2.19489,465.52
2020.64,20.62,3.17,37883643,1465538,1415951,2.19489,465.52
2026.07,20.63,3.18,37878692,1465358,1411212,2.19489,465.52
2036.93,20.63,3.18,37880165,1465223,1413576,2.19489,465.52
2036.93,20.64,3.17,37883044,1465360,1413450,2.19489,465.52
2047.79,20.64,3.17,37895344,1466040,1413450,2.19489,465.52
2053.22,20.65,3.17,37900164,1466237,1413450,2.19489,465.52
2058.65,20.65,3.17,37906550,1466357,1422636,2.19489,465.52
2064.08,20.66,3.18,37911545,1466667,1416062,2.19489,465.52
2080.37,20.66,3.17,37921764,1467143,1425110,2.19489,465.52
2091.23,20.68,3.18,37925829,1467322,1416596,2.19489,465.52
2102.1,20.69,3.18,37923287,1466930,1421093,2.19489,465.52
2107.53,20.69,3.18,37920161,1466683,1417593,2.19489,465.52
2123.82,20.69,3.18,37921559,1466786,1417907,2.19489,465.52
2134.68,20.7,3.17,37921559,1467091,1419620,2.19489,465.52
2140.11,20.71,3.17,37925802,1466940,1418147,2.19489,465.52
